Started phase 0, duration: 60s @ 10:39:14(-0800) 2019-03-08
house 9809828 '149 Elwin Dale' sold for 26569644
house 9151016 '16884 Gislason Shores' sold for 9426285
house 8258155 '81043 Saul Vista' sold for 10766626
house 7726169 '48863 Sipes Roads' sold for 17251459
house 8271916 '409 Roob Hollow' sold for 9127995
house 7959103 '405 Heloise Wall' sold for 5141645
house 9238089 '35247 Gianni Crest' sold for 9196302
house 8377089 '4344 Keebler Landing' sold for 12884592
house 8692315 '507 Rosenbaum Ridge' sold for 1640171
house 9898881 '83256 Clinton Union' sold for 13136565
house 9216689 '15213 Jaeden Well' sold for 10734056
house 7577261 '58815 Santiago Trail' sold for 27575681
house 9599232 '72721 Godfrey Land' sold for 5354668
house 9901093 '24547 Arvid Ramp' sold for 2707855
house 7800414 '55701 Berge Ville' sold for 21477737
house 8687986 '83580 Oberbrunner Courts' sold for 24677223
house 8366369 '24539 Rogahn Key' sold for 4395208
house 8123625 '2999 Howell Freeway' sold for 20828379
house 7652621 '575 Johanna Ways' sold for 7063952
house 8662903 '0440 Koepp Forges' sold for 24304388
house 8068160 '04516 Lazaro Tunnel' sold for 840169
house 8039380 '289 Shirley Knoll' sold for 18125536
house 7866374 '42988 Camryn Orchard' sold for 1175326
house 7594261 '926 Molly Crossroad' sold for 18565127
house 9244954 '04407 Little Ports' sold for 26524336
house 8463476 '93991 Austen Terrace' sold for 17422836
house 7661719 '7367 Remington Mills' sold for 1496192
house 7546445 '38086 Weissnat Common' sold for 19652305
house 7668763 '33801 Ryan Dam' sold for 14782812
house 7474273 '00182 Antonia Plains' sold for 4675691
house 8032714 '584 Zieme Land' sold for 24370665
house 8660136 '2834 Andreane Street' sold for 6428918
house 8721725 '045 Witting Camp' sold for 10765963
house 9332385 '008 Fahey Islands' sold for 9940547
house 9081824 '821 Rice Mountain' sold for 21480384
house 7682909 '4883 O'Keefe Rapids' sold for 29435984
house 8100814 '35924 Letitia Plains' sold for 4752503
house 7746950 '1047 Willms Track' sold for 15565913
house 8259558 '89370 McLaughlin Motorway' sold for 12038309
house 8950911 '41903 Fahey Crossing' sold for 13967903
house 7962553 '9738 Weber Drives' sold for 7563017
house 8718249 '8210 Dolores Stravenue' sold for 4166473
house 8291141 '75465 Logan Motorway' sold for 28201529
house 9343916 '68065 Madelyn Courts' sold for 11441789
house 9086849 '2200 Welch Cape' sold for 10742862
house 8955397 '36756 Keebler Plaza' sold for 11848450
house 8090609 '5883 Olson Square' sold for 12333350
house 7490157 '5132 Williamson Fords' sold for 23468654
house 8527208 '19183 Adams Ridges' sold for 1435101
house 7837434 '817 Labadie Curve' sold for 23219504
house 8231384 '9102 Harvey Ridges' sold for 9910149
house 8399972 '658 Albin Divide' sold for 9345780
house 9010715 '7004 Marie Centers' sold for 15286266
house 8022619 '41725 Onie Divide' sold for 20816935
house 9619618 '68182 Elvis Mission' sold for 5413522
house 9338356 '83410 Emanuel Divide' sold for 22061377
house 7581719 '698 Boyle Brook' sold for 4185340
house 8675638 '1297 Kunze Flats' sold for 12693368
house 7832336 '500 Zoie Burg' sold for 18650821
house 8023520 '11839 Medhurst Causeway' sold for 11520322
house 9698614 '05092 Bashirian Parkways' sold for 8156224
house 7734966 '287 Bernier Tunnel' sold for 21388911
house 9161827 '678 Stark Glens' sold for 5401994
house 8566339 '758 Ludie Vista' sold for 26166356
house 8930446 '2623 Randall Springs' sold for 8373958
house 8462774 '3913 Nathen Shores' sold for 5962541
house 7775877 '360 Kurtis Estates' sold for 26753750
house 8339059 '735 Welch Forks' sold for 24895057
house 9287296 '68500 Crooks Motorway' sold for 3877657
house 9363647 '0728 Blanda Parkway' sold for 10307910
house 9834120 '32578 O'Hara Shoals' sold for 16310288
house 8003467 '839 Rhianna Points' sold for 13980385
house 9003335 '1035 Bode Spring' sold for 12503993
house 8319979 '0216 Ondricka Shoals' sold for 25771809
house 7646920 '98654 Tad Summit' sold for 14450303
house 7879105 '924 Keeling Plains' sold for 21351597
house 9083537 '24701 Hunter Pines' sold for 20417357
house 8945926 '5653 O'Connell Heights' sold for 15058137
house 8246605 '5448 Gregorio Cove' sold for 12571461
house 7809244 '380 Dibbert Tunnel' sold for 11554828
house 8401857 '415 Schultz Circle' sold for 23614750
house 9978370 '20757 Pietro Mountains' sold for 18056906
house 9647310 '614 Dolores Spur' sold for 1885914
house 9046796 '45889 Ruthie Bridge' sold for 16244036
house 8505899 '26521 Antoinette Mountains' sold for 11540202
house 8190082 '5804 Konopelski Valley' sold for 1696636
house 9035531 '42086 Gerlach Mountains' sold for 28343142
house 9444792 '8201 Rachelle Squares' sold for 1238354
house 7710605 '1471 Jaskolski Stravenue' sold for 4428877
house 8112858 '4511 Dietrich Fall' sold for 12111084
house 7416003 '06058 Carolina Plains' sold for 7237013
house 9156519 '188 Abbott Avenue' sold for 14495208
house 9193123 '9846 Hamill Knoll' sold for 6782737
house 8930015 '912 Annabel Mall' sold for 7190252
house 8235646 '63401 Naomie Radial' sold for 26285216
house 7513602 '9640 Reichel Row' sold for 10386277
house 7804548 '930 Schowalter Spring' sold for 7973020
house 7871175 '9891 Wilton Green' sold for 27694030
house 8971672 '3350 Trent Summit' sold for 812658
house 7676889 '611 Katlyn Circle' sold for 23153781
house 8019541 '7376 Sibyl Camp' sold for 20180609
house 8656094 '47685 Maegan Hills' sold for 19412783
house 8465539 '174 Barrows Mountain' sold for 4542054
house 7941219 '59218 Thiel Cove' sold for 29717901
house 9330780 '60593 Heathcote Curve' sold for 10389099
house 8275715 '212 Ortiz Divide' sold for 22684311
house 7507148 '7089 Wilkinson Bypass' sold for 21657542
house 8340569 '6679 Doyle Brooks' sold for 15235777
house 9401237 '1486 Brooklyn Trail' sold for 16229246
house 9294950 '978 Xander Fork' sold for 15917406
house 8375022 '28802 Sylvester Glens' sold for 13800981
house 7685838 '283 Waters Shore' sold for 13064529
house 8450347 '85078 Russel Well' sold for 25358905
house 7659288 '596 Keebler Grove' sold for 6033565
house 7788884 '045 Wellington Union' sold for 11711091
house 7431752 '15172 Lockman Crossroad' sold for 12751197
house 8321114 '511 Enola Lights' sold for 29969917
house 9101154 '288 Ryan Mountain' sold for 5758701
house 8277189 '2333 Stehr Landing' sold for 650179
house 8274998 '1471 Keyshawn Points' sold for 17681621
house 9777107 '498 Dimitri Key' sold for 23263402
house 8008275 '027 Murphy River' sold for 4886015
house 8810248 '812 Kendrick Greens' sold for 2190167
house 9032656 '096 Hauck Fork' sold for 26710445
house 7903924 '721 Doyle Light' sold for 6238845
house 8946864 '5921 Tianna Port' sold for 17351469
house 9279248 '35597 Waylon Port' sold for 25218814
house 8324223 '46952 Geovanny Island' sold for 6358928
house 8632648 '71668 Karelle Road' sold for 11706422
house 7975564 '7760 Katheryn Summit' sold for 16596758
house 8798287 '260 Corrine Spur' sold for 28273232
house 9215344 '261 Olson Underpass' sold for 26939373
house 9101187 '33073 Kassulke Loop' sold for 2723584
house 9175505 '26210 Fadel Extension' sold for 19980934
house 8710261 '694 Buckridge Terrace' sold for 19119845
house 8627887 '5622 Lakin Cove' sold for 20408926
house 8657196 '13961 Gavin Port' sold for 29260282
house 7558245 '272 Adaline Corners' sold for 6010076
house 8190610 '315 Durgan Place' sold for 29004991
house 9220981 '56127 Kozey Neck' sold for 26817743
house 7892953 '4122 Jast Court' sold for 18512429
house 8629478 '296 Osbaldo Trail' sold for 22822907
house 8825928 '71917 Yazmin Row' sold for 13861241
house 8559391 '310 Mayert Drives' sold for 6384310
house 8079649 '455 Block Parkway' sold for 15444317
house 8861594 '866 Davis Branch' sold for 27681222
house 8109611 '38927 Cornelius Turnpike' sold for 2476722
house 7883741 '127 Lottie Field' sold for 1258541
house 7931271 '55925 Annetta Harbors' sold for 10695119
house 7789832 '15876 Kertzmann Stravenue' sold for 18242159
house 7753640 '00254 Wyman Pines' sold for 4262542
house 8081101 '602 White Tunnel' sold for 2074337
house 9600888 '08614 Ryleigh Summit' sold for 16112267
house 8157341 '47177 Brook Turnpike' sold for 26381345
house 8546710 '70685 Jacobs Spur' sold for 9863943
house 7966226 '981 Gulgowski Course' sold for 4626726
house 7466521 '1938 Merlin Fort' sold for 1732324
house 9790965 '90989 Veum Curve' sold for 21532287
house 8637163 '932 Purdy Hills' sold for 22289281
house 9702335 '6709 Okuneva Islands' sold for 10836263
house 7769990 '9791 Amie Fort' sold for 4478365
house 9245687 '4757 Jamaal Prairie' sold for 4549785
house 8212754 '03824 Mitchel Island' sold for 22065311
house 8331232 '75075 Spinka Motorway' sold for 9020608
house 9061995 '6619 Giovanna Causeway' sold for 14822146
house 8425698 '0583 Brekke Union' sold for 23510153
house 8700582 '80100 MacGyver Underpass' sold for 8137772
house 9302301 '8047 Kling Station' sold for 20749313
house 8384309 '930 Cummerata Fall' sold for 4444747
house 8578588 '38392 Stokes Common' sold for 5911406
house 7578856 '67567 Krajcik Mill' sold for 25521672
house 8252076 '76195 Adella Hollow' sold for 6219302
house 9378834 '0264 Hand Orchard' sold for 16558249
house 9448064 '5789 Runolfsdottir Mews' sold for 23887765
house 8884913 '58324 Purdy Greens' sold for 19820079
house 8315009 '135 Lehner Cove' sold for 16571919
house 8156127 '6292 Nayeli Throughway' sold for 24151795
house 7812851 '33479 Ernser Villages' sold for 960459
house 9964229 '6692 Jazmyne Ridges' sold for 6410781
house 7817607 '7743 Halvorson Islands' sold for 1718955
house 7582905 '09012 Jazlyn Mountain' sold for 28635305
house 9263891 '496 Schneider Square' sold for 24553971
house 7590890 '4026 Jazmin Springs' sold for 11642952
house 8251609 '58341 Neil Wall' sold for 13459575
house 9403190 '1470 Shanel Mills' sold for 4018646
house 8276759 '973 Charles Square' sold for 6459980
house 8934400 '709 Stanton Islands' sold for 4353677
house 8037218 '686 Nyah Pike' sold for 20877662
house 8538342 '390 Schiller Glen' sold for 22384849
house 9747491 '446 Marge Lane' sold for 17936517
house 7516474 '4722 Bechtelar Forks' sold for 19165769
house 8859778 '1168 Kirlin Row' sold for 16769069
house 9821584 '74867 Johns Gateway' sold for 12537281
house 7959020 '5106 Veda Haven' sold for 17070200
house 7585913 '2817 Daphnee Garden' sold for 5697513
house 9268832 '654 Jovanny Mill' sold for 17780083
house 9545280 '48795 Janae Manor' sold for 29953494
house 7771957 '816 Kautzer Vista' sold for 5724131
house 8847146 '8367 Schultz Street' sold for 27500707
house 9890993 '1739 Jacobs Light' sold for 16343857
house 7992813 '911 Wehner Unions' sold for 21313160
house 8332605 '348 Frederic Circles' sold for 8565759
house 9481202 '88769 Langosh Oval' sold for 2873860
house 8625654 '5266 Steuber Parkway' sold for 12848621
house 9437307 '66785 Travis Turnpike' sold for 29602767
house 7865156 '199 Von Expressway' sold for 21818302
house 7440151 '1130 Marion Lake' sold for 9333061
house 9603751 '87031 Dicki Cliff' sold for 11368930
house 8277572 '447 O'Keefe Point' sold for 2141388
house 8929174 '021 Ansel Shoals' sold for 10936761
house 8951591 '667 Lila Lock' sold for 25488031
house 8585248 '7495 Bechtelar Key' sold for 6820880
house 8277174 '74126 Gaylord Path' sold for 16866277
house 8125151 '63807 Koelpin Ways' sold for 11994986
house 7412725 '29011 Friesen Fall' sold for 7161941
house 8192657 '1338 Kihn Branch' sold for 12754017
house 9065400 '760 Gutmann Trail' sold for 11343903
house 8118154 '939 Gay Valleys' sold for 24733692
house 8699783 '3709 Brown Green' sold for 12757864
house 9029080 '6336 Marley Falls' sold for 9275564
house 9842989 '1873 Tatum Wells' sold for 11053479
house 8378738 '3555 Langosh Mills' sold for 21768885
house 9585655 '55275 Royce Corners' sold for 27712873
house 8491667 '41224 Prosacco Circle' sold for 5623063
house 9873192 '068 Rozella Prairie' sold for 7360286
house 8960458 '81796 Kamron Gateway' sold for 1629625
house 8736698 '411 Miles Drive' sold for 24437169
house 8243022 '31142 Yost Glen' sold for 24649949
house 8523549 '953 Aurelie Station' sold for 15348592
house 8618682 '76112 Ross Course' sold for 14336859
house 8345629 '674 Gudrun Freeway' sold for 23631204
house 7449375 '6071 Ian Views' sold for 17435544
house 8610939 '8141 Keeling Inlet' sold for 26273019
house 9161327 '65353 Rae Ferry' sold for 12120513
house 8466588 '4659 Gulgowski Points' sold for 5523759
house 7493457 '297 Horace Corner' sold for 11060178
house 9086117 '09883 Uriah Inlet' sold for 9205888
house 7600785 '16736 Murazik Courts' sold for 867013
house 9009996 '29685 O'Conner Club' sold for 20248574
house 9387703 '78744 Dooley Mountain' sold for 19563778
house 7664842 '974 Alexandria Pike' sold for 8296922
house 9098287 '8431 Reva Valleys' sold for 16386579
house 8178966 '40372 Ray Heights' sold for 2513407
house 7507947 '1569 Liana Camp' sold for 13650846
house 9347173 '41526 Hayes Bypass' sold for 16289581
house 7603245 '7581 Boehm Station' sold for 27446201
house 8592292 '44460 Hilma Motorway' sold for 14055502
house 7838165 '769 Lysanne Crescent' sold for 14525508
house 8816379 '04103 Jeanne Summit' sold for 28639420
house 9688774 '6010 Katrine Rest' sold for 15288609
house 7807887 '88239 Bechtelar Turnpike' sold for 27662878
house 9881640 '355 Lockman Forge' sold for 16389843
house 9179440 '2226 Wintheiser Tunnel' sold for 19656942
house 8724239 '815 Tillman Fords' sold for 9057892
house 7821146 '509 Angel Fords' sold for 22575143
house 7846399 '4413 June Dale' sold for 6754184
house 7425404 '077 Gottlieb Groves' sold for 19836854
house 7447446 '962 Harvey Mills' sold for 18807391
house 8290753 '112 Kuhlman Keys' sold for 18533567
house 8156736 '996 Bailee Landing' sold for 3637083
house 8884910 '7164 Kemmer Flats' sold for 17325047
house 8664516 '906 Katelin Crescent' sold for 13277895
house 8437580 '4627 Macejkovic Fork' sold for 22991009
house 8148710 '07535 Jackeline Greens' sold for 25734587
house 8705302 '78780 Nikolaus Locks' sold for 2934456
house 8858637 '058 Nitzsche Place' sold for 19615178
house 8185005 '62730 Winston Springs' sold for 7461640
house 7884805 '95602 Halie Square' sold for 11853170
house 8019673 '8330 Telly Spurs' sold for 22495582
house 8697993 '945 Janie Forge' sold for 1782879
house 8015825 '38031 Langosh Mount' sold for 19106670
house 8761623 '863 Stanley Mall' sold for 24211572
house 8307056 '8148 Bashirian Ports' sold for 24478603
house 9958791 '011 Edgar Valley' sold for 18441226
house 7992348 '958 Bergstrom Parkway' sold for 25832100
house 7966171 '16971 Ines Summit' sold for 17955130
house 7564810 '02214 Clara Ways' sold for 11255533
house 9469182 '853 Rosetta Throughway' sold for 29994156
house 7671843 '218 Imelda Falls' sold for 7882184
house 9194970 '370 Bianka Grove' sold for 8383353
house 8321068 '353 Justus Motorway' sold for 6692405
house 8526979 '55481 Nikolas Via' sold for 27867680
house 7954027 '6183 Colton River' sold for 13243259
house 9400126 '2834 Deven Inlet' sold for 24768139
house 8022238 '91945 Robel Hollow' sold for 16797334
house 7520315 '78901 Hartmann Mountain' sold for 27517220
house 8405019 '66002 Nikolaus Vista' sold for 29724218
house 8935847 '838 Jacobs Groves' sold for 23485881
house 9723736 '70646 McKenzie Station' sold for 18062162
house 8537264 '03601 Stanton Isle' sold for 20526816
house 8952873 '2838 Kilback Alley' sold for 26100652
house 7671487 '9315 Auer Islands' sold for 12824335
house 7489377 '6330 Walker Path' sold for 18562644
house 9477506 '9840 Kuhic Wall' sold for 23676035
house 7708465 '61089 Swaniawski Field' sold for 7337685
house 7755886 '9028 Amparo Way' sold for 29089475
house 7995260 '824 Mortimer Drive' sold for 1791225
house 9813864 '912 Kerluke Pass' sold for 17472154
house 8509545 '054 Elsa Locks' sold for 9936869
house 8345994 '039 Laverna Meadows' sold for 19850060
house 7661113 '46489 Johns Light' sold for 3177955
house 7975935 '767 Greenholt Lights' sold for 23716750
house 7872300 '5600 Wisoky Trafficway' sold for 24070708
house 7417208 '4687 Pouros Villages' sold for 22758349
house 7894418 '68408 Deckow Forks' sold for 7879265
house 8745141 '874 Kohler Circles' sold for 21722791
house 7488874 '81125 Loyce Station' sold for 17010658
house 9661476 '87157 Kiehn Walk' sold for 19146831
house 8309578 '9983 Schmeler Track' sold for 14283101
house 7978231 '69910 Yesenia Hills' sold for 19081445
house 8933797 '27249 Goodwin Squares' sold for 12206197
house 9637983 '5765 Lourdes Heights' sold for 20217631
house 7919086 '5589 Stiedemann Underpass' sold for 1123471
house 8572077 '6893 Lura Court' sold for 1678559
house 9205047 '509 Hank Roads' sold for 26301263
house 9745096 '880 Reichert Pines' sold for 20014864
house 7786188 '7494 Murphy Summit' sold for 20003074
house 9401623 '5034 Jamey Prairie' sold for 19443404
house 9111150 '33434 Renner Mountains' sold for 23910398
house 7648362 '6220 Fay Dale' sold for 24505033
house 8499879 '66997 Fadel Mount' sold for 10693673
house 9447430 '6095 Bruen Key' sold for 14001651
house 9640302 '2784 Timmy Forge' sold for 6271823
house 8848336 '74927 Melody Squares' sold for 27651777
house 9102146 '288 Christelle Parkway' sold for 27590243
house 9626832 '3902 Lysanne Manor' sold for 15210989
house 8535358 '73579 Dianna Walks' sold for 7414596
house 9682782 '155 Javier Plaza' sold for 26566177
house 8821584 '1551 Boehm Mountains' sold for 1285890
house 8278155 '3331 Doyle Haven' sold for 27473963
house 8182361 '6511 Nitzsche Villages' sold for 17367762
house 8584309 '1508 Joannie Radial' sold for 4074450
house 8630128 '753 Sid Extensions' sold for 19789023
house 9839221 '86375 Meggie Alley' sold for 25063567
house 7734052 '0007 Watson Falls' sold for 9832557
house 7886231 '5716 Jamir Mountains' sold for 17767885
house 9286822 '5882 Uriah Circles' sold for 20688608
house 8473648 '80844 Melyna Drive' sold for 5404660
house 7500609 '96702 Nola Plaza' sold for 3521013
house 8789634 '266 Gutkowski Pine' sold for 22423439
house 8006136 '6035 Sonny Mews' sold for 17673106
house 9465373 '36189 Rosemary Village' sold for 22909849
house 8030549 '79082 Alexa Prairie' sold for 14667227
house 9967883 '6627 Leland Parks' sold for 29031393
house 9538894 '57148 Gusikowski Greens' sold for 22479589
house 9959824 '492 Breitenberg Tunnel' sold for 13547183
house 9975088 '89682 Trever Fords' sold for 25249787
house 7804728 '6224 Alexandrine Light' sold for 4647315
house 7803487 '519 Perry Key' sold for 26564100
house 8633490 '43191 Duncan Land' sold for 12202687
house 9193443 '3953 Meagan Heights' sold for 14229957
house 9217729 '533 Howe Isle' sold for 20839515
house 9778930 '593 Craig Trafficway' sold for 3820483
house 8528573 '6512 Daron Shore' sold for 13254720
house 9456598 '900 Lorenz Center' sold for 13134155
house 7559283 '6131 Armstrong Point' sold for 4159900
house 8705499 '4554 Beatrice Center' sold for 6985126
house 9752770 '5248 Schimmel Drive' sold for 13753412
house 8989345 '873 Laisha Springs' sold for 25276851
house 9698130 '2213 Vena Shores' sold for 9008710
house 8068296 '8412 Myrtie Track' sold for 21451718
house 9464814 '3927 Kamren Mountain' sold for 28047671
house 7851105 '75298 Melvin Forges' sold for 10405159
house 8892925 '11276 Penelope Harbors' sold for 28291777
house 8597433 '48593 Bahringer Canyon' sold for 13587766
house 7804114 '86959 Ressie Lock' sold for 27377240
house 7703981 '94342 Johnson Hills' sold for 22462901
house 7781965 '80543 Harvey Squares' sold for 23508901
house 9664810 '01751 Ibrahim Knolls' sold for 20069715
house 7937713 '6131 Frami Parks' sold for 4185601
house 7564071 '366 Andres Springs' sold for 14711390
house 9529804 '8775 Bosco Ville' sold for 14074530
house 9474466 '435 Edyth Course' sold for 27474652
house 8850875 '79602 Bonita River' sold for 21529505
house 7812984 '69082 Paucek Rue' sold for 6769565
house 7565426 '12473 Hilpert Harbor' sold for 28763377
house 9633636 '6076 Rex Neck' sold for 4485030
house 7596052 '8710 Lehner Spring' sold for 11285674
house 7991939 '635 Gerry Views' sold for 27173323
house 8645197 '3586 Jamarcus Springs' sold for 25105175
house 9368336 '917 Friesen Cliff' sold for 13533080
house 9844752 '8556 Pagac Cliff' sold for 12399650
house 9900419 '301 Imogene Loop' sold for 22293451
house 9093788 '272 Unique Pines' sold for 3390202
house 9387687 '627 Carley Rest' sold for 12913934
house 8921731 '201 Corwin Village' sold for 6015906
house 8568043 '703 Elvie Stream' sold for 19343729
house 8732683 '39538 Alphonso Viaduct' sold for 2690105
house 7533833 '81658 Hilpert Lake' sold for 2172417
house 8991775 '51010 Moen Curve' sold for 23322634
house 8983116 '46478 Madison Drive' sold for 1949088
house 7728694 '5039 Langosh Mission' sold for 26169694
house 8662050 '75273 Willms Creek' sold for 29672377
house 7759883 '30754 Vaughn Plains' sold for 1312780
house 8615838 '20548 Stoltenberg Motorway' sold for 6553754
house 9064527 '583 Bogisich Alley' sold for 21280160
house 8227795 '504 Gerlach Place' sold for 12496417
house 7676913 '96588 Moen Unions' sold for 11453872
house 9737829 '25846 Green Court' sold for 3662572
house 8590763 '89605 Mayer Burgs' sold for 24880382
house 9432688 '685 Halvorson Ford' sold for 8188969
house 9412232 '97029 Fausto Village' sold for 11978844
house 8820634 '83608 Kaci Dam' sold for 3521332
house 7849723 '28705 Bode Views' sold for 26993242
house 8811979 '34777 Haley Junction' sold for 16618863
house 8171642 '232 Lindgren Burgs' sold for 25990097
house 7655381 '080 Hilll Spring' sold for 16067955
house 8162184 '2114 D'Amore Junction' sold for 5588238
house 9549480 '46281 Bartoletti Freeway' sold for 2838054
house 7854507 '7978 Eichmann Points' sold for 27622798
house 9295827 '8216 Eva Wells' sold for 28730039
house 7793937 '067 Muller Tunnel' sold for 17354115
house 8448821 '0007 Era Extension' sold for 1451964
house 7516508 '18172 Stacey Ways' sold for 20999120
house 9437106 '0960 Soledad Crescent' sold for 14313462
house 7561787 '84399 Douglas Shoals' sold for 18881597
house 8601180 '02208 Reinger Plains' sold for 23257960
house 8978795 '9412 Spencer Burgs' sold for 18020059
house 9496763 '34086 Gutkowski Forest' sold for 4290061
house 9901797 '358 Raphaelle Throughway' sold for 24782340
house 7680105 '7279 Kory Street' sold for 28824060
house 8862109 '00551 Bernhard Rue' sold for 27905152
house 8033404 '292 Keeling Summit' sold for 22394357
house 7990766 '3807 Raheem Greens' sold for 11432219
house 7675467 '417 Gusikowski Keys' sold for 4457900
house 7523769 '523 River Lights' sold for 29605139
house 7880011 '658 Collier Hill' sold for 9767397
house 7723527 '91353 Brekke Forest' sold for 27867733
house 7863472 '62873 Leffler Radial' sold for 20185706
house 8832922 '175 Kraig Orchard' sold for 29019774
house 8880345 '5944 Geovany Mountain' sold for 3784356
house 8941334 '60635 Madelyn Walk' sold for 7984912
house 9584644 '278 Purdy Courts' sold for 20387220
house 9477478 '29831 Waelchi Forges' sold for 26110704
house 9910114 '41038 Cortez Plaza' sold for 963541
house 9751090 '1858 Mallie Route' sold for 5366167
house 9747948 '79037 Schaden Ranch' sold for 23994467
house 9160267 '76320 Padberg Manor' sold for 22913240
house 9388668 '468 Davis Street' sold for 7292728
house 9953837 '2719 Taurean Walk' sold for 689996
house 8306875 '236 Taylor Extensions' sold for 1772893
house 9404677 '4787 Gerald Station' sold for 6469802
house 9655620 '555 Ondricka Parks' sold for 21057755
house 9860451 '4498 Lolita Loop' sold for 25594044
house 9465786 '1186 Tillman Lodge' sold for 23152905
house 8222767 '344 Breitenberg Viaduct' sold for 18983442
house 7888981 '06249 Harris Stravenue' sold for 12957947
house 8270224 '855 Lynch Track' sold for 17147225
house 9364498 '5982 Keebler Wall' sold for 20603547
house 7462105 '522 Gabe Pike' sold for 3631915
house 8237164 '539 Malvina Manors' sold for 20264864
house 8343585 '079 Roosevelt Points' sold for 21447124
house 9837452 '009 Vandervort Vista' sold for 9270476
house 8095397 '91379 Marvin Ford' sold for 9360190
house 7814886 '96725 Dean Dam' sold for 23089517
house 8416013 '33300 Zieme Hill' sold for 26696007
house 9144545 '883 Prosacco Radial' sold for 19026659
house 9063056 '885 Giovani Plaza' sold for 14049186
house 9774056 '39374 Rosetta Circles' sold for 15446614
house 8379310 '4877 Brown Glens' sold for 4885309
house 7889724 '1825 Pfeffer Junction' sold for 10271227
house 8084890 '8631 Witting Villages' sold for 26482297
house 9673852 '679 Cummings Cliffs' sold for 15461502
house 8600530 '64637 Hoyt Path' sold for 17465131
house 8087186 '072 Green Brooks' sold for 5060578
house 9520935 '6431 Pfeffer Glens' sold for 793562
house 8781578 '11044 Abagail Creek' sold for 24986599
house 8241699 '700 Schiller Crescent' sold for 27242776
house 7942909 '6943 Dakota Dale' sold for 25207541
house 7999094 '439 Frida Meadows' sold for 22064382
house 8003929 '36345 Caleigh Station' sold for 9409558
house 8134993 '245 Sawayn Circle' sold for 20542978
house 9699294 '58264 Destiney Road' sold for 12750691
house 9468614 '1267 Antonina Causeway' sold for 12580540
house 8843247 '72367 Bode Walks' sold for 26585225
house 9379282 '02948 Eliza Mountain' sold for 7525910
house 7414441 '209 Toy Unions' sold for 21876800
house 7975807 '454 Kessler Squares' sold for 3931950
house 7565547 '4921 Mills Plains' sold for 26044884
house 7558556 '9165 Gottlieb Turnpike' sold for 21502832
house 9320122 '207 Hane Squares' sold for 27359788
house 7787020 '9738 Rosanna Glen' sold for 19750130
house 9131747 '5503 Christian Parkway' sold for 10484501
house 9621477 '91136 Lillian Underpass' sold for 13755540
house 8570340 '161 Stoltenberg Rest' sold for 20248793
house 8132874 '604 Vance Shoals' sold for 18386042
house 7840906 '727 Hyatt Spur' sold for 25235496
house 9914836 '193 Altenwerth Isle' sold for 19482644
house 8883007 '995 Marvin Trafficway' sold for 28180684
house 8068557 '412 Lewis Parkway' sold for 3627155
house 8015240 '8020 White Skyway' sold for 22851979
house 8318891 '1673 Kelvin Knoll' sold for 24255172
house 9940062 '6912 Rex Lakes' sold for 1595677
house 9008442 '83219 Schuppe Ranch' sold for 26089167
house 9392420 '8568 Nicolas Centers' sold for 7288627
house 7998189 '9882 Arnold Hollow' sold for 9028467
house 9766943 '552 Swaniawski Square' sold for 12086521
house 8774448 '691 Cremin Radial' sold for 14573194
house 8216567 '187 Shawn Islands' sold for 1042363
house 7876365 '766 Hammes Views' sold for 4161083
house 8460021 '028 Erdman Lights' sold for 25768656
house 8331292 '10614 Connelly Square' sold for 18072759
house 7787778 '72033 Grady Inlet' sold for 2538929
house 9936004 '234 Nicole Corners' sold for 1590498
house 8021411 '786 Leffler Summit' sold for 1615425
house 9609238 '9041 Pfeffer Fords' sold for 11141637
house 8475650 '6858 Alexanne Harbor' sold for 5144138
house 8356481 '361 Bartell Port' sold for 25737544
house 8570978 '332 Raleigh Spring' sold for 24702501
house 8301520 '344 Bernhard Fords' sold for 6294316
house 8093980 '950 Haley Ways' sold for 26352175
house 8503606 '562 America Meadow' sold for 14753936
house 9818471 '0038 Wyman Oval' sold for 13356091
house 8035158 '55825 Kadin Keys' sold for 3276391
house 9584871 '280 Lora Road' sold for 22726663
house 9470029 '236 Glenda Rest' sold for 7859746
house 8571306 '42653 Howell Plains' sold for 24125603
house 7888989 '31209 Martine Fields' sold for 9249209
house 9837548 '44653 Palma Locks' sold for 18774461
house 8247520 '48111 Madaline Point' sold for 6774798
house 7970531 '01622 Tina Lock' sold for 17931245
house 7829698 '810 Mills Pines' sold for 11387705
house 7860917 '169 Madisen Points' sold for 20467823
house 8002469 '534 Cormier Mall' sold for 24029796
house 9962191 '58303 Gloria Glens' sold for 20345310
house 9280606 '77205 Ernestina Drive' sold for 10319130
house 9773494 '962 Powlowski Square' sold for 28065119
house 8214145 '30838 Ewald Stream' sold for 8990423
house 8962172 '34244 Thea Summit' sold for 6435922
house 9314396 '60381 Kasandra Station' sold for 29415368
house 9724460 '48248 McCullough Circle' sold for 24174066
house 7850237 '7251 Jazmin Springs' sold for 25229764
house 9065633 '33529 Jacobi Haven' sold for 9188547
house 8903901 '8224 Kertzmann Parkways' sold for 4745796
house 7473677 '120 Upton Village' sold for 4907397
house 8082141 '907 Gislason Meadows' sold for 18293535
house 8673550 '814 Lowe Points' sold for 16602780
house 9536253 '2366 Jairo Mountains' sold for 10200885
